正體	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	备注
傘	sẽ	˧˨˨	sẽ˧˨˨	322	3	
饊	sẽ	˧˨˨	sẽ˧˨˨	322	3	
饊	sẽ	˧˨˨	sẽ˧˨˨	322	3	
散	sẽ	˧˨˨	sẽ˧˨˨	322	3	
撒	seʔ	˦˥	seʔ˦˥	45	7	
摋	seʔ	˦˥	seʔ˦˥	45	7	
薩	seʔ	˦˥	seʔ˦˥	45	7	
殺	seʔ	˦˥	seʔ˦˥	45	7	
煞	seʔ	˦˥	seʔ˦˥	45	7	
剎	seʔ	˧	seʔ˧	33	8	
涮	suẽ	˦˥	suẽ˦˥	45	5	
刪	suẽ	˨˩	suẽ˨˩	21	1	
拴	suẽ	˨˩	suẽ˨˩	21	1	
閂	suẽ	˨˩	suẽ˨˩	21	1	
栓	suẽ	˨˩	suẽ˨˩	21	1	
刷	sueʔ	˦˥	sueʔ˦˥	45	7	～子
唰	sueʔ	˦˥	sueʔ˦˥	45	7	
刷	sueʔ	˧	sueʔ˧	33	8	輕掃
伺	sɿ	˦˥	sɿ˦˥	45	5	
視	sɿ	˦˥	sɿ˦˥	45	5	文讀
思	sɿ	˦˥	sɿ˦˥	45	5	
四	sɿ	˦˥	sɿ˦˥	45	5	
肆	sɿ	˦˥	sɿ˦˥	45	5	
師	sɿ	˨˩	sɿ˨˩	21	1	
獅	sɿ	˨˩	sɿ˨˩	21	1	
司	sɿ	˨˩	sɿ˨˩	21	1	
私	sɿ	˨˩	sɿ˨˩	21	1	
思	sɿ	˨˩	sɿ˨˩	21	1	
俬	sɿ	˨˩	sɿ˨˩	21	1	
斯	sɿ	˨˩	sɿ˨˩	21	1	
絲	sɿ	˨˩	sɿ˨˩	21	1	
撕	sɿ	˨˩	sɿ˨˩	21	1	
螄	sɿ	˨˩	sɿ˨˩	21	1	
似	sɿ	˧	sɿ˧	33	6	
事	sɿ	˧	sɿ˧	33	6	
祀	sɿ	˧	sɿ˧	33	6	做～
史	sɿ	˧˨˨	sɿ˧˨˨	322	3	
使	sɿ	˧˨˨	sɿ˧˨˨	322	3	
駛	sɿ	˧˨˨	sɿ˧˨˨	322	3	
死	sɿ	˧˨˨	sɿ˧˨˨	322	3	
世	ʂʅ	˦˥	ʂʅ˦˥	45	5	
勢	ʂʅ	˦˥	ʂʅ˦˥	45	5	
試	ʂʅ	˦˥	ʂʅ˦˥	45	5	
時	ʂʅ	˨˦	ʂʅ˨˦	24	2	
尸	ʂʅ	˨˩	ʂʅ˨˩	21	1	
施	ʂʅ	˨˩	ʂʅ˨˩	21	1	
屍	ʂʅ	˨˩	ʂʅ˨˩	21	1	
詩	ʂʅ	˨˩	ʂʅ˨˩	21	1	
豉	ʂʅ	˧	ʂʅ˧	33	6	
士	ʂʅ	˧	ʂʅ˧	33	6	～兵
氏	ʂʅ	˧	ʂʅ˧	33	6	
示	ʂʅ	˧	ʂʅ˧	33	6	文讀
仕	ʂʅ	˧	ʂʅ˧	33	6	
市	ʂʅ	˧	ʂʅ˧	33	6	
侍	ʂʅ	˧	ʂʅ˧	33	6	
是	ʂʅ	˧	ʂʅ˧	33	6	
逝	ʂʅ	˧	ʂʅ˧	33	6	
視	ʂʅ	˧	ʂʅ˧	33	6	白讀
嗜	ʂʅ	˧	ʂʅ˧	33	6	
誓	ʂʅ	˧	ʂʅ˧	33	6	
矢	ʂʅ	˧˨˨	ʂʅ˧˨˨	322	3	
始	ʂʅ	˧˨˨	ʂʅ˧˨˨	322	3	
屎	ʂʅ	˧˨˨	ʂʅ˧˨˨	322	3	
唆	sʊ	˨˩	sʊ˨˩	21	1	
蓑	sʊ	˨˩	sʊ˨˩	21	1	
嗦	sʊ	˨˩	sʊ˨˩	21	1	
所	sʊ	˧˨˨	sʊ˧˨˨	322	3	
嗩	sʊ	˧˨˨	sʊ˧˨˨	322	3	
鎖	sʊ	˧˨˨	sʊ˧˨˨	322	3	
耍	ʂuɑ	˧˨˨	ʂuɑ˧˨˨	322	3	
牀	ʂuæ̃	˨˦	ʂuæ̃˨˦	24	2	白讀
霜	ʂuæ̃	˨˩	ʂuæ̃˨˩	21	1	
雙	ʂuæ̃	˨˩	ʂuæ̃˨˩	21	1	
礵	ʂuæ̃	˨˩	ʂuæ̃˨˩	21	1	
爽	ʂuæ̃	˧˨˨	ʂuæ̃˧˨˨	322	3	
碩	ʂuæʔ	˦˥	ʂuæʔ˦˥	45	7	～士
嗍	ʂuæʔ	˦˥	ʂuæʔ˦˥	45	7	
碎	suəɪ	˦˥	suəɪ˦˥	45	5	文讀
歲	suəɪ	˦˥	suəɪ˦˥	45	5	文讀
雖	suəɪ	˨˩	suəɪ˨˩	21	1	
髓	suəɪ	˧˨˨	suəɪ˧˨˨	322	3	
瑞	ʂuəɪ	˦˥	ʂuəɪ˦˥	45	5	
稅	ʂuəɪ	˦˥	ʂuəɪ˦˥	45	5	
睡	ʂuəɪ	˦˥	ʂuəɪ˦˥	45	5	
垂	ʂuəɪ	˨˦	ʂuəɪ˨˦	24	2	白讀
誰	ʂuəɪ	˨˦	ʂuəɪ˨˦	24	2	
水	ʂuəɪ	˧˨˨	ʂuəɪ˧˨˨	322	3	
巽	suəŋ	˦˥	suəŋ˦˥	45	5	
遜	suəŋ	˦˥	suəŋ˦˥	45	5	
噀	suəŋ	˦˥	suəŋ˦˥	45	5	俗字，形容多
孫	suəŋ	˨˩	suəŋ˨˩	21	1	
損	suəŋ	˧˨˨	suəŋ˧˨˨	322	3	
瞬	ʂuəŋ	˦˥	ʂuəŋ˦˥	45	5	
唇	ʂuəŋ	˨˦	ʂuəŋ˨˦	24	2	
純	ʂuəŋ	˨˦	ʂuəŋ˨˦	24	2	
脣	ʂuəŋ	˨˦	ʂuəŋ˨˦	24	2	
順	ʂuəŋ	˧	ʂuəŋ˧	33	6	
率	suəʔ	˦˥	suəʔ˦˥	45	7	
述	ʂuəʔ	˧	ʂuəʔ˧	33	8	
術	ʂuəʔ	˧	ʂuəʔ˧	33	8	
率	suɛ	˦˥	suɛ˦˥	45	5	
帥	suɛ	˦˥	suɛ˦˥	45	5	
衰	suɛ	˨˩	suɛ˨˩	21	1	
摔	suɛ	˨˩	suɛ˨˩	21	1	
甩	suɛ	˧˨˨	suɛ˧˨˨	322	3	
蒜	sʊ̃ᵘ̃	˦˥	sʊ̃ᵘ̃˦˥	45	5	
算	sʊ̃ᵘ̃	˦˥	sʊ̃ᵘ̃˦˥	45	5	
痠	sʊ̃ᵘ̃	˨˩	sʊ̃ᵘ̃˨˩	21	1	
酸	sʊ̃ᵘ̃	˨˩	sʊ̃ᵘ̃˨˩	21	1	
糝	sʊ̃ᵘ̃	˧˨˨	sʊ̃ᵘ̃˧˨˨	322	3	
說	ʂʊᵘʔ	˦˥	ʂʊᵘʔ˦˥	45	7	
漱	sʋ	˦˥	sʋ˦˥	45	5	～嘴
數	sʋ	˦˥	sʋ˦˥	45	5	
素	sʋ	˦˥	sʋ˦˥	45	5	
訴	sʋ	˦˥	sʋ˦˥	45	5	
塑	sʋ	˦˥	sʋ˦˥	45	5	
梳	sʋ	˨˩	sʋ˨˩	21	1	
疏	sʋ	˨˩	sʋ˨˩	21	1	
蔬	sʋ	˨˩	sʋ˨˩	21	1	
甦	sʋ	˨˩	sʋ˨˩	21	1	
酥	sʋ	˨˩	sʋ˨˩	21	1	
蘇	sʋ	˨˩	sʋ˨˩	21	1	
數	sʋ	˧˨˨	sʋ˧˨˨	322	3	
恕	ʂʋ	˦˥	ʂʋ˦˥	45	5	
庶	ʂʋ	˦˥	ʂʋ˦˥	45	5	
薯	ʂʋ	˦˥	ʂʋ˦˥	45	5	
署	ʂʋ	˦˥	ʂʋ˦˥	45	5	
曙	ʂʋ	˦˥	ʂʋ˦˥	45	5	
殊	ʂʋ	˨˦	ʂʋ˨˦	24	2	
抒	ʂʋ	˨˩	ʂʋ˨˩	21	1	
書	ʂʋ	˨˩	ʂʋ˨˩	21	1	
舒	ʂʋ	˨˩	ʂʋ˨˩	21	1	
輸	ʂʋ	˨˩	ʂʋ˨˩	21	1	
墅	ʂʋ	˧	ʂʋ˧	33	6	
豎	ʂʋ	˧	ʂʋ˧	33	6	
樹	ʂʋ	˧	ʂʋ˧	33	6	
署	ʂʋ	˧˨˨	ʂʋ˧˨˨	322	3	
薯	ʂʋ	˧˨˨	ʂʋ˧˨˨	322	3	
曙	ʂʋ	˧˨˨	ʂʋ˧˨˨	322	3	
打	tɑ	˧˨˨	tɑ˧˨˨	322	3	
當	tæ̃	˦˥	tæ̃˦˥	45	5	
檔	tæ̃	˦˥	tæ̃˦˥	45	5	
當	tæ̃	˨˩	tæ̃˨˩	21	1	
襠	tæ̃	˨˩	tæ̃˨˩	21	1	
鐺	tæ̃	˨˩	tæ̃˨˩	21	1	
大	tɑ	˦˥	tɑ˦˥	45	5	文讀，～小
大	tɑ	˨˦	tɑ˨˦	24	2	文讀，～家
咑	tɑ	˨˩	tɑ˨˩	21	1	
擋	tæ̃	˧˨˨	tæ̃˧˨˨	322	3	
黨	tæ̃	˧˨˨	tæ̃˧˨˨	322	3	
耷	tæʔ	˦˥	tæʔ˦˥	45	7	
沰	tæʔ	˦˥	tæʔ˦˥	45	7	淋雨
到	tɒ	˦˥	tɒ˦˥	45	5	
倒	tɒ	˦˥	tɒ˦˥	45	5	
刀	tɒ	˨˩	tɒ˨˩	21	1	
叨	tɒ	˨˩	tɒ˨˩	21	1	
魛	tɒ	˨˩	tɒ˨˩	21	1	
島	tɒ	˧˨˨	tɒ˧˨˨	322	3	
搗	tɒ	˧˨˨	tɒ˧˨˨	322	3	
禱	tɒ	˧˨˨	tɒ˧˨˨	322	3	
倒	tɒ	˧˨˨	tɒ˧˨˨	322	3	
欠	tɕʰĩ	˦˥	tɕʰĩ˦˥	45	5	
芡	tɕʰĩ	˦˥	tɕʰĩ˦˥	45	5	
茜	tɕʰĩ	˦˥	tɕʰĩ˦˥	45	5	
倩	tɕʰĩ	˦˥	tɕʰĩ˦˥	45	5	
歉	tɕʰĩ	˦˥	tɕʰĩ˦˥	45	5	
縴	tɕʰĩ	˦˥	tɕʰĩ˦˥	45	5	
前	tɕʰĩ	˨˦	tɕʰĩ˨˦	24	2	
乾	tɕʰĩ	˨˦	tɕʰĩ˨˦	24	2	
鉗	tɕʰĩ	˨˦	tɕʰĩ˨˦	24	2	
蕁	tɕʰĩ	˨˦	tɕʰĩ˨˦	24	2	
潛	tɕʰĩ	˨˦	tɕʰĩ˨˦	24	2	
錢	tɕʰĩ	˨˦	tɕʰĩ˨˦	24	2	
千	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
扦	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
牽	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
遷	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
謙	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
簽	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
籤	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
韆	tɕʰĩ	˨˩	tɕʰĩ˨˩	21	1	
件	tɕʰĩ	˧	tɕʰĩ˧	33	6	
荐	tɕʰĩ	˧	tɕʰĩ˧	33	6	
漸	tɕʰĩ	˧	tɕʰĩ˧	33	6	
賤	tɕʰĩ	˧	tɕʰĩ˧	33	6	
踐	tɕʰĩ	˧	tɕʰĩ˧	33	6	
淺	tɕʰĩ	˧˨˨	tɕʰĩ˧˨˨	322	3	
遣	tɕʰĩ	˧˨˨	tɕʰĩ˧˨˨	322	3	
戧	tɕʰiæ̃	˦˥	tɕʰiæ̃˦˥	45	5	支撐
熗	tɕʰiæ̃	˦˥	tɕʰiæ̃˦˥	45	5	
降	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	又音
强	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	
墻	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	
薔	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	
牆	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	
祥	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	
翔	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	
詳	tɕʰiæ̃	˨˦	tɕʰiæ̃˨˦	24	2	
腔	tɕʰiæ̃	˨˩	tɕʰiæ̃˨˩	21	1	
槍	tɕʰiæ̃	˨˩	tɕʰiæ̃˨˩	21	1	
嗆	tɕʰiæ̃	˨˩	tɕʰiæ̃˨˩	21	1	
趄	tɕʰiɑ	˦˥	tɕʰiɑ˦˥	45	5	
笡	tɕʰiɑ	˦˥	tɕʰiɑ˦˥	45	5	
强	tɕʰiɑ	˦˥	tɕʰiɑ˦˥	45	5	～如
茄	tɕʰiɑ	˨˦	tɕʰiɑ˨˦	24	2	
邪	tɕʰiɑ	˨˦	tɕʰiɑ˨˦	24	2	
斜	tɕʰiɑ	˨˦	tɕʰiɑ˨˦	24	2	
笡	tɕʰiɑ	˨˩	tɕʰiɑ˨˩	21	1	歪斜
謝	tɕʰiɑ	˧	tɕʰiɑ˧	33	6	
且	tɕʰiɑ	˧˨˨	tɕʰiɑ˧˨˨	322	3	白讀
匠	tɕʰiæ̃	˧	tɕʰiæ̃˧	33	6	
强	tɕʰiæ̃	˧	tɕʰiæ̃˧	33	6	
犟	tɕʰiæ̃	˧	tɕʰiæ̃˧	33	6	松不～：死不悔改
糨	tɕʰiæ̃	˧	tɕʰiæ̃˧	33	6	
象	tɕʰiæ̃	˧	tɕʰiæ̃˧	33	6	白讀
像	tɕʰiæ̃	˧	tɕʰiæ̃˧	33	6	
橡	tɕʰiæ̃	˧	tɕʰiæ̃˧	33	6	
搶	tɕʰiæ̃	˧˨˨	tɕʰiæ̃˧˨˨	322	3	
劇	tɕʰiæʔ	˦˥	tɕʰiæʔ˦˥	45	7	
恰	tɕʰiæʔ	˦˥	tɕʰiæʔ˦˥	45	7	文讀
卻	tɕʰiæʔ	˦˥	tɕʰiæʔ˦˥	45	7	
雀	tɕʰiæʔ	˦˥	tɕʰiæʔ˦˥	45	7	文讀
皵	tɕʰiæʔ	˦˥	tɕʰiæʔ˦˥	45	7	文讀
確	tɕʰiæʔ	˦˥	tɕʰiæʔ˦˥	45	7	文讀
鵲	tɕʰiæʔ	˦˥	tɕʰiæʔ˦˥	45	7	
嚼	tɕʰiæʔ	˧	tɕʰiæʔ˧	33	8	
俏	tɕʰiɒ	˦˥	tɕʰiɒ˦˥	45	5	
撬	tɕʰiɒ	˦˥	tɕʰiɒ˦˥	45	5	
鞘	tɕʰiɒ	˦˥	tɕʰiɒ˦˥	45	5	
翹	tɕʰiɒ	˦˥	tɕʰiɒ˦˥	45	5	
竅	tɕʰiɒ	˦˥	tɕʰiɒ˦˥	45	5	
轎	tɕʰiɒ	˨˦	tɕʰiɒ˨˦	24	2	～車
喬	tɕʰiɒ	˨˦	tɕʰiɒ˨˦	24	2	
僑	tɕʰiɒ	˨˦	tɕʰiɒ˨˦	24	2	
蕎	tɕʰiɒ	˨˦	tɕʰiɒ˨˦	24	2	
憔	tɕʰiɒ	˨˦	tɕʰiɒ˨˦	24	2	
橋	tɕʰiɒ	˨˦	tɕʰiɒ˨˦	24	2	
瞧	tɕʰiɒ	˨˦	tɕʰiɒ˨˦	24	2	
悄	tɕʰiɒ	˨˩	tɕʰiɒ˨˩	21	1	
鍬	tɕʰiɒ	˨˩	tɕʰiɒ˨˩	21	1	
蹺	tɕʰiɒ	˨˩	tɕʰiɒ˨˩	21	1	
轎	tɕʰiɒ	˧	tɕʰiɒ˧	33	6	～子
悄	tɕʰiɒ	˧˨˨	tɕʰiɒ˧˨˨	322	3	
巧	tɕʰiɒ	˧˨˨	tɕʰiɒ˧˨˨	322	3	
穹	tɕʰiɔŋ	˨˦	tɕʰiɔŋ˨˦	24	2	
窮	tɕʰiɔŋ	˨˦	tɕʰiɔŋ˨˦	24	2	
曲	tɕʰiɔʔ	˦˥	tɕʰiɔʔ˦˥	45	7	
蛐	tɕʰiɔʔ	˦˥	tɕʰiɔʔ˦˥	45	7	
麴	tɕʰiɔʔ	˦˥	tɕʰiɔʔ˦˥	45	7	
局	tɕʰiɔʔ	˧	tɕʰiɔʔ˧	33	8	
侷	tɕʰiɔʔ	˧	tɕʰiɔʔ˧	33	8	
跼	tɕʰiɔʔ	˧	tɕʰiɔʔ˧	33	8	
喫	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	
七	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	
柒	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	
戚	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	
漆	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	
泣	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	
膝	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	白讀
隙	tɕʰiəʔ	˦˥	tɕʰiəʔ˦˥	45	7	
及	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
笈	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
疾	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
極	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
集	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
輯	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
籍	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
寂	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
席	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
習	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	
襲	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	白讀
夕	tɕʰiəʔ	˧	tɕʰiəʔ˧	33	8	舊音
且	tɕʰiɛ	˧˨˨	tɕʰiɛ˧˨˨	322	3	文讀
妻	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
汽	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
契	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
砌	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
氣	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
棄	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
器	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
去	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	白讀
剃	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
涕	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
屜	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
替	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
嚏	tɕʰiᶨ	˦˥	tɕʰiᶨ˦˥	45	5	
隄	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
堤	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
其	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
奇	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
旂	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
淇	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
棋	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
齊	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
旗	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
騎	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
臍	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
麒	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
鰭	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
提	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
啼	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
蹄	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
題	tɕʰiᶨ	˨˦	tɕʰiᶨ˨˦	24	2	
技	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
妻	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
悽	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
期	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
欺	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
蹊	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
企	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	白讀
梯	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
溪	tɕʰiᶨ	˨˩	tɕʰiᶨ˨˩	21	1	
地	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	
弟	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	
第	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	
遞	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	
伎	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	
技	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	
計	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	活～
洎	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	來不～
劑	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	
薺	tɕʰiᶨ	˧	tɕʰiᶨ˧	33	6	～菜
企	tɕʰiᶨ	˧˨˨	tɕʰiᶨ˧˨˨	322	3	文讀
杞	tɕʰiᶨ	˧˨˨	tɕʰiᶨ˧˨˨	322	3	
起	tɕʰiᶨ	˧˨˨	tɕʰiᶨ˧˨˨	322	3	
豈	tɕʰiᶨ	˧˨˨	tɕʰiᶨ˧˨˨	322	3	
啟	tɕʰiᶨ	˧˨˨	tɕʰiᶨ˧˨˨	322	3	
啓	tɕʰiᶨ	˧˨˨	tɕʰiᶨ˧˨˨	322	3	
體	tɕʰiᶨ	˧˨˨	tɕʰiᶨ˧˨˨	322	3	
倩	tɕʰiŋ	˦˥	tɕʰiŋ˦˥	45	5	幫，請
撳	tɕʰiŋ	˦˥	tɕʰiŋ˦˥	45	5	按
慶	tɕʰiŋ	˦˥	tɕʰiŋ˦˥	45	5	
親	tɕʰiŋ	˦˥	tɕʰiŋ˦˥	45	5	
芹	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
秦	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
琴	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
禽	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
勤	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
擒	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
情	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
晴	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
尋	tɕʰiŋ	˨˦	tɕʰiŋ˨˦	24	2	
侵	tɕʰiŋ	˨˩	tɕʰiŋ˨˩	21	1	
青	tɕʰiŋ	˨˩	tɕʰiŋ˨˩	21	1	
清	tɕʰiŋ	˨˩	tɕʰiŋ˨˩	21	1	
傾	tɕʰiŋ	˨˩	tɕʰiŋ˨˩	21	1	
輕	tɕʰiŋ	˨˩	tɕʰiŋ˨˩	21	1	
蜻	tɕʰiŋ	˨˩	tɕʰiŋ˨˩	21	1	
親	tɕʰiŋ	˨˩	tɕʰiŋ˨˩	21	1	
近	tɕʰiŋ	˧	tɕʰiŋ˧	33	6	
盡	tɕʰiŋ	˧	tɕʰiŋ˧	33	6	
淨	tɕʰiŋ	˧	tɕʰiŋ˧	33	6	
靖	tɕʰiŋ	˧	tɕʰiŋ˧	33	6	～海
靜	tɕʰiŋ	˧	tɕʰiŋ˧	33	6	
競	tɕʰiŋ	˧	tɕʰiŋ˧	33	6	白讀
寢	tɕʰiŋ	˧˨˨	tɕʰiŋ˧˨˨	322	3	
傾	tɕʰiŋ	˧˨˨	tɕʰiŋ˧˨˨	322	3	
頃	tɕʰiŋ	˧˨˨	tɕʰiŋ˧˨˨	322	3	
請	tɕʰiŋ	˧˨˨	tɕʰiŋ˧˨˨	322	3	
就	tɕʰiʊ	˨˦	tɕʰiʊ˨˦	24	2	~是
囚	tɕʰiʊ	˨˦	tɕʰiʊ˨˦	24	2	
求	tɕʰiʊ	˨˦	tɕʰiʊ˨˦	24	2	
酋	tɕʰiʊ	˨˦	tɕʰiʊ˨˦	24	2	
球	tɕʰiʊ	˨˦	tɕʰiʊ˨˦	24	2	
丘	tɕʰiʊ	˨˩	tɕʰiʊ˨˩	21	1	
邱	tɕʰiʊ	˨˩	tɕʰiʊ˨˩	21	1	
秋	tɕʰiʊ	˨˩	tɕʰiʊ˨˩	21	1	
蚯	tɕʰiʊ	˨˩	tɕʰiʊ˨˩	21	1	
鞦	tɕʰiʊ	˨˩	tɕʰiʊ˨˩	21	1	
鰍	tɕʰiʊ	˨˩	tɕʰiʊ˨˩	21	1	
臼	tɕʰiʊ	˧	tɕʰiʊ˧	33	6	
就	tɕʰiʊ	˧	tɕʰiʊ˧	33	6	~业
舅	tɕʰiʊ	˧	tɕʰiʊ˧	33	6	
舊	tɕʰiʊ	˧	tɕʰiʊ˧	33	6	
袖	tɕʰiʊ	˧	tɕʰiʊ˧	33	6	
搝	tɕʰiʊ	˧˨˨	tɕʰiʊ˧˨˨	322	3	
糗	tɕʰiʊ	˧˨˨	tɕʰiʊ˧˨˨	322	3	
券	tɕʰiʊ̃ᵘ̃	˦˥	tɕʰiʊ̃ᵘ̃˦˥	45	5	
勸	tɕʰiʊ̃ᵘ̃	˦˥	tɕʰiʊ̃ᵘ̃˦˥	45	5	
拳	tɕʰiʊ̃ᵘ̃	˨˦	tɕʰiʊ̃ᵘ̃˨˦	24	2	
權	tɕʰiʊ̃ᵘ̃	˨˦	tɕʰiʊ̃ᵘ̃˨˦	24	2	
圈	tɕʰiʊ̃ᵘ̃	˨˩	tɕʰiʊ̃ᵘ̃˨˩	21	1	
倦	tɕʰiʊ̃ᵘ̃	˧	tɕʰiʊ̃ᵘ̃˧	33	6	
圈	tɕʰiʊ̃ᵘ̃	˧	tɕʰiʊ̃ᵘ̃˧	33	6	
犬	tɕʰiʊ̃ᵘ̃	˧˨˨	tɕʰiʊ̃ᵘ̃˧˨˨	322	3	
穇	tɕʰiʊ̃ᵘ̃	˧˨˨	tɕʰiʊ̃ᵘ̃˧˨˨	322	3	微微發硬
缺	tɕʰiʊʔ	˦˥	tɕʰiʊʔ˦˥	45	7	
闕	tɕʰiʊʔ	˦˥	tɕʰiʊʔ˦˥	45	7	
掘	tɕʰiʊʔ	˧	tɕʰiʊʔ˧	33	8	～港
橛	tɕʰiʊʔ	˧	tɕʰiʊʔ˧	33	8	小段
沏	tɕʰiʔ	˦˥	tɕʰiʔ˦˥	45	7	
契	tɕʰiʔ	˦˥	tɕʰiʔ˦˥	45	7	
切	tɕʰiʔ	˦˥	tɕʰiʔ˦˥	45	7	
怯	tɕʰiʔ	˦˥	tɕʰiʔ˦˥	45	7	
竊	tɕʰiʔ	˦˥	tɕʰiʔ˦˥	45	7	
藉	tɕʰiʔ	˧	tɕʰiʔ˧	33	8	
杰	tɕʰiʔ	˧	tɕʰiʔ˧	33	8	
捷	tɕʰiʔ	˧	tɕʰiʔ˧	33	8	
